#motif_id	gene_name	motif_similarity_qvalue	orthologous_identity	description
Hoxd12_supp	Hoxd12	0.0	1.0	placeholder
Cebpa_supp	Cebpa	0.0	1.0	placeholder
Nkx3-1_supp	Nkx3-1	0.0	1.0	placeholder
Crem_supp	Crem	0.0	1.0	placeholder
Gmeb1_supp	Gmeb1	0.0	1.0	placeholder
Elk3_supp	Elk3	0.0	1.0	placeholder
Elk1_supp	Elk1	0.0	1.0	placeholder
Erf_supp	Erf	0.0	1.0	placeholder
Ets1_supp	Ets1	0.0	1.0	placeholder
Etv3_supp	Etv3	0.0	1.0	placeholder
Etv4_supp	Etv4	0.0	1.0	placeholder
Etv5_supp	Etv5	0.0	1.0	placeholder
Fli1_supp	Fli1	0.0	1.0	placeholder
Etv6_supp	Etv6	0.0	1.0	placeholder
Far1_supp	Far1	0.0	1.0	placeholder
Tfdp1_supp	Tfdp1	0.0	1.0	placeholder
Ovol1_supp	Ovol1	0.0	1.0	placeholder
Ovol2_supp	Ovol2	0.0	1.0	placeholder
Etv2_supp	Etv2	0.0	1.0	placeholder
Nr2c1_supp	Nr2c1	0.0	1.0	placeholder
Pax5_supp	Pax5	0.0	1.0	placeholder
Hoxa11_supp	Hoxa11	0.0	1.0	placeholder
Grhl1_supp	Grhl1	0.0	1.0	placeholder
Meox1_supp	Meox1	0.0	1.0	placeholder
Pax6_supp	Pax6	0.0	1.0	placeholder
Lhx2_supp	Lhx2	0.0	1.0	placeholder
Alx3_supp	Alx3	0.0	1.0	placeholder
Hoxb7_supp	Hoxb7	0.0	1.0	placeholder
T_supp	T	0.0	1.0	placeholder
Smad3_supp	Smad3	0.0	1.0	placeholder
Smad5_supp	Smad5	0.0	1.0	placeholder
Rorb_supp	Rorb	0.0	1.0	placeholder
Zfp784_supp	Zfp784	0.0	1.0	placeholder
Sox12_supp	Sox12	0.0	1.0	placeholder
Hes6_supp	Hes6	0.0	1.0	placeholder
Dbp_supp	Dbp	0.0	1.0	placeholder
Camta2_supp	Camta2	0.0	1.0	placeholder
Onecut2_supp	Onecut2	0.0	1.0	placeholder
Arf4_supp	Arf4	0.0	1.0	placeholder
Hif1a_supp	Hif1a	0.0	1.0	placeholder
Mybl2_supp	Mybl2	0.0	1.0	placeholder
E2f2_supp	E2f2	0.0	1.0	placeholder
E2f3_supp	E2f3	0.0	1.0	placeholder
E2f4_supp	E2f4	0.0	1.0	placeholder
E2f1_supp	E2f1	0.0	1.0	placeholder
Hinfp_supp	Hinfp	0.0	1.0	placeholder
Barhl2_supp	Barhl2	0.0	1.0	placeholder
Hoxa9_supp	Hoxa9	0.0	1.0	placeholder
Hap1_supp	Hap1	0.0	1.0	placeholder
Cebpb_supp	Cebpb	0.0	1.0	placeholder
